"Index Name","Event Date","Scrip Name","Description"
"S&P CNX 500 Equity Index","31/07/2009","Torrent Power Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","14/08/2009","Indiabulls Securities Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","14/08/2009","Matrix Laboratories Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","Agro Dutch Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","MRO-TEK Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","UCAL Fuel Systems Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","Chettinad Cement Corporation Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","Crest Animation Studios Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","Honda SIEL Power Products Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","Lumax Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","Seshasayee Paper & Boards Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","Uttam Sugar Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","Value Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/10/2009","IFCI Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","United Breweries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","Ispat Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","PTC India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","Great Offshore Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","Kec International Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","Gujarat State Petronet Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","Yes Bank Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","Everest Kanto Cylinder Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/10/2009","Redington (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/12/2009","3i Infotech Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/12/2009","Zandu Realty Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/02/2010","Asian Hotels (North) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/02/2010","Peninsula Land Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/03/2010","Brigade Enterprises Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/03/2010","Kirloskar Brothers Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","06/04/2010","Micro Inks Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","06/04/2010","NHPC Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/04/2010","Banco Products (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/04/2010","Binani Cement Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/04/2010","Consolidated Finvest & Holdings Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","08/04/2010","Donear Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","08/04/2010","Gammon Infrastructure Projects Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/04/2010","Jindal SouthWest Hold Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/04/2010","Karuturi Global Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/04/2010","Mukta Arts Ltd","Exclusion from Index"
"S&P CNX 500 Equity Index","08/04/2010","Sirpur Paper Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","08/04/2010","Smartlink Network Systems Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/04/2010","Adani Power Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/04/2010","Kirloskar Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/04/2010","Oil India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/04/2010","Zee News Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/05/2010","Grasim Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/05/2010","JSW Energy Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/07/2010","HSBC InvestDirect (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","08/07/2010","Tinplate Company of India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","31/08/2010","Grasim Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","31/08/2010","Harrisons Malayalam Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","17/09/2010","Jaypee Infratech Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/09/2010","Pantaloon Retail (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2010","D B Realty Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2010","Dalmia Bharat Sugar and Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","07/10/2010","Jaiprakash Power Ventures Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","07/10/2010","Jubilant Foodworks Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","07/10/2010","Reliance Natural Resources Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","07/10/2010","Zee Entertainment Enterprises Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/11/2010","Jubilant Life Sciences Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/11/2010","Sunteck Realty Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","20/01/2011","Hathway Cable & Datacom Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","20/01/2011","Hindustan Motors Ltd.- SUSPENDED","Exclusion from Index"
"S&P CNX 500 Equity Index","20/01/2011","Mid-Day Multimedia Ltd","Exclusion from Index"
"S&P CNX 500 Equity Index","20/01/2011","Shree Ashtavinayak Cine Vision Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/02/2011","Himachal Futuristic Communications Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","08/02/2011","Reliance MediaWorks Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/03/2011","Nirma Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/03/2011","Orbit Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","AGC Networks Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Ajanta Pharmaceuticals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Asian Electronics Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","BPL Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Dwarikesh Sugar Industrial Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Gokaldas Exports Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","HMT Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","House of Pearl Fashions Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Kohinoor Foods Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Mahindra Ugine Steel Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Mirza International Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Munjal Showa Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Omax Autos Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","PVP Ventures Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Ramco Systems Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Saregama India Ltd","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Vardhman Textiles Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Vishal Retail Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/03/2011","Allied Digital Services Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","BGR Energy Systems Ltd","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Bajaj Electricals Ltd","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Core Projects & Technologies Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Cox & Kings Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Delta Corp Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Emami Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Godrej Properties Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","JK Tyre & Industries Ltd..","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Kemrock Industries and Exports Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Opto Circuits (I) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Orissa Min Dev Co Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Pantaloon Retail (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Pipavav Shipyard Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Sadbhav Engineering Ltd","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Whirlpool of India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Zee Entertainment Enterprises Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/03/2011","Zydus Wellness Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/04/2011","Alembic Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","11/04/2011","Coal India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","21/04/2011","Indiabulls Real Estate Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21/04/2011","Oberoi Realty Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","03/05/2011","Triveni Engineering & Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","03/05/2011","Prestige Estates Projects Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","18/05/2011","ARSS Infrastructure Projects Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","18/05/2011","Binani Cement Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","18/05/2011","Essar Shipping Ports & Logistics Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","18/05/2011","IL&FS Engineering and Construction Company Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","29/08/2011","Nagarjuna Fertilizers & Chemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","29/08/2011","Dish TV India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Ador Welding Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Aftek Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Aksh Optifibre Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Andhra Sugars Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","B L Kashyap & Sons Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Cosmo Films Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","D. S. Kulkarni Developers Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Everest Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Heritage Foods (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Hikal Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Koutons Retail India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","NRB Bearings Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","PNB Gilts Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Pricol Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Rico Auto Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Sakthi Sugars Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","SEAMEC Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Tamilnadu Petroproducts Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Tourism Finance Corporation of India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","Trident Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/10/2011","AIA Engineering Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","BF Utilities Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Central Bank of India","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Development Credit Bank Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Dewan Housing Finance Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Dhanlaxmi Bank Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","eClerx Services Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Gujarat Pipavav Port Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Himachal Futuristic Communications Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Indiabulls Power Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Indian Bank","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Jubilant Life Sciences Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","KSK Energy Ventures Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Network18 Media & Investments Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Page Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Persistent Systems Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","SKS Microfinance Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","State Bank of Bikaner & Jaipur Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","State Bank of Travancore","Inclusion into Index"
"S&P CNX 500 Equity Index","10/10/2011","Sujana Towers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/11/2011","Future Ventures India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/11/2011","Jindal Saw Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","07/03/2012","Provogue (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","07/03/2012","Jindal Saw Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/03/2012","UTV Software Communication Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/03/2012","Carol Info Services Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/03/2012","Indiabulls Real Estate Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/03/2012","L&T Finance Holdings Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09-04-2012","United Breweries (Holdings) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09-04-2012","Zuari Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","12-04-2012","Alfa Laval (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","12-04-2012","J.Kumar Infraprojects Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Allied Digital Services Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Alstom T&D India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Arshiya International Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Balaji Telefilms Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Dhampur Sugar Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Eros Intl Media Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","ICRA Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","ICSA (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Inox Leisure Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Kwality Dairy (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Lakshmi Energy & Foods Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Lovable Lingerie Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Muthoot Finance Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","NDTV Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","NELCO Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","National Fertilizers Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Panacea Biotec Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Paper Products Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Prakash Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Ramky Infra Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","State Trading Corporation of India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Surya Roshni Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","TD Power Systems Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Tata Metaliks Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27-04-2012","Techno Elt & Eng Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Tree House Education & Accessories Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","WABCO India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27-04-2012","Wockhardt Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21-05-2012","Patni Computer Systems Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21-05-2012","S.E. Investments Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","18-06-2012","Chemplast Sanmar Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","18-06-2012","Man Infraconstruction Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","3i Infotech Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","ARSS Infrastructure Projects Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Autoline Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Balkrishna Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Bombay Burmah Trading Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Everest Kanto Cylinder Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","First Leasing Co. of India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Flexituff International Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","GTL Infrastructure Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Garden Silk Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Gati Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Gujarat Ambuja Exports Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","ICSA (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Innoventive Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","JBF Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Jay Shree Tea & Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Mandhana Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Mangalore Chemicals & Fertilizers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Mirc Electronics Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Moser Baer India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Prime Focus Ltd","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Reliance MediaWorks Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Shri Lakshmi Cotsyn Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Shriram City Union Finance Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","Sterlite Industries (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Supreme Infrastructure India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","TTK Prestige Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28-09-2012","TV Today Network Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Taj GVK Hotels & Resorts Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28-09-2012","Vakrangee Software Ltd.","Inclusion into Index"
